converting_time,page,dpi,c,m,y,k,sum,base_minus_curr_sum,diff,options,label
0.1426432132720947,258,300,0.54,0.6000000000000001,1.545,4.85,7.535,0.0,0.0,default,0
0.1375994682312011,259,300,0.51,0.5700000000000001,1.4849999999999999,4.57,7.135,0.0,0.0,default,0
0.1460199356079101,260,300,0.54,0.615,1.56,5.03,7.745,0.0,0.0,default,0
0.1362855434417724,261,300,0.5249999999999999,0.5249999999999999,1.455,4.49,6.995,0.0,0.0,default,0
0.1426694393157959,262,300,0.54,0.6000000000000001,1.53,4.74,7.41,0.0,0.0,default,0
0.1427230834960937,263,300,0.51,0.615,1.53,5.06,7.715,0.0,0.0,default,0
0.1440167427062988,264,300,0.54,0.6000000000000001,1.53,4.8,7.47,0.0,0.0,default,0
0.1627659797668457,265,300,0.51,0.495,1.44,4.28,6.725,0.0,0.0,default,0
0.2156023979187011,266,300,4.68,0.44999999999999996,13.424999999999999,6.83,25.384999999999998,0.0,0.0,default,1
0.1861608028411865,267,300,4.905,0.27,13.89,6.01,25.075000000000003,0.0,0.0,default,1
0.1992926597595214,268,300,4.785,0.33,13.620000000000001,6.56,25.294999999999998,0.0,0.0,default,1
0.2296559810638427,269,300,4.755,0.46499999999999997,13.665,7.16,26.044999999999998,0.0,0.0,default,1
0.1985964775085449,270,300,4.89,0.43499999999999994,13.950000000000001,7.0,26.275,0.0,0.0,default,1
0.1862938404083252,271,300,4.83,0.28500000000000003,13.754999999999999,6.17,25.04,0.0,0.0,default,1
0.2009651660919189,272,300,4.71,0.375,13.485,6.79,25.36,0.0,0.0,default,1
0.1892838478088379,273,300,4.9350000000000005,0.375,14.04,6.58,25.93,0.0,0.0,default,1
0.1858501434326172,274,300,4.949999999999999,0.255,13.98,6.03,25.215,0.0,0.0,default,1
